Mod:Item:MetaData, Localized Name
tfc:stairs/bricks/granite, Granite Brick Stairs
tfc:stairs/bricks/diorite, Diorite Brick Stairs
tfc:stairs/bricks/gabbro, Gabbro Brick Stairs
tfc:stairs/bricks/shale, Shale Brick Stairs
tfc:stairs/bricks/claystone, Claystone Brick Stairs
tfc:stairs/bricks/rocksalt, Rocksalt Brick Stairs
tfc:stairs/bricks/limestone, Limestone Brick Stairs
tfc:stairs/bricks/conglomerate, Conglomerate Brick Stairs
tfc:stairs/bricks/dolomite, Dolomite Brick Stairs
tfc:stairs/bricks/chert, Chert Brick Stairs
tfc:stairs/bricks/chalk, Chalk Brick Stairs
tfc:stairs/bricks/rhyolite, Rhyolite Brick Stairs
tfc:stairs/bricks/basalt, Basalt Brick Stairs
tfc:stairs/bricks/andesite, Andesite Brick Stairs
tfc:stairs/bricks/dacite, Dacite Brick Stairs
tfc:stairs/bricks/quartzite, Quartzite Brick Stairs
tfc:stairs/bricks/slate, Slate Brick Stairs
tfc:stairs/bricks/phyllite, Phyllite Brick Stairs
tfc:stairs/bricks/schist, Schist Brick Stairs
tfc:stairs/bricks/gneiss, Gneiss Brick Stairs
tfc:stairs/bricks/marble, Marble Brick Stairs
tfc:stairs/wood/acacia, Acacia Stairs
tfc:stairs/wood/ash, Ash Stairs
tfc:stairs/wood/aspen, Aspen Stairs
tfc:stairs/wood/birch, Birch Stairs
tfc:stairs/wood/blackwood, Blackwood Stairs
tfc:stairs/wood/chestnut, Chestnut Stairs
tfc:stairs/wood/douglas_fir, Douglas Fir Stairs
tfc:stairs/wood/hickory, Hickory Stairs
tfc:stairs/wood/kapok, Kapok Stairs
tfc:stairs/wood/maple, Maple Stairs
tfc:stairs/wood/oak, Oak Stairs
tfc:stairs/wood/palm, Palm Stairs
tfc:stairs/wood/pine, Pine Stairs
tfc:stairs/wood/rosewood, Rosewood Stairs
tfc:stairs/wood/sequoia, Sequoia Stairs
tfc:stairs/wood/spruce, Spruce Stairs
tfc:stairs/wood/sycamore, Sycamore Stairs
tfc:stairs/wood/white_cedar, White Cedar Stairs
tfc:stairs/wood/willow, Willow Stairs
tfc:plants/allium, Allium
tfc:plants/athyrium_fern, Athyrium Fern
tfc:plants/barrel_cactus, Barrel Cactus
tfc:plants/black_orchid, Black Orchid
tfc:plants/blood_lily, Blood Lily
tfc:plants/blue_orchid, Blue Orchid
tfc:plants/butterfly_milkweed, Butterfly Milkweed
tfc:plants/calendula, Marigold
tfc:plants/canna, Canna Lily
tfc:plants/dandelion, Dandelion
tfc:plants/field_horsetail, Field Horsetail
tfc:plants/foxglove, Foxglove
tfc:plants/goldenrod, Goldenrod
tfc:plants/grape_hyacinth, Grape Hyacinth
tfc:plants/guzmania, Scarlet Star Bromeliad
tfc:plants/houstonia, Azure Bluet
tfc:plants/labrador_tea, Labrador Tea
tfc:plants/lady_fern, Lady Fern
tfc:plants/licorice_fern, Licorice Fern
tfc:plants/meads_milkweed, Mead's Milkweed
tfc:plants/morning_glory, Morning Glory
tfc:plants/moss, Moss
tfc:plants/nasturtium, Nasturtium
tfc:plants/ostrich_fern, Ostrich Fern
tfc:plants/oxeye_daisy, Oxeye Daisy
tfc:plants/perovskia, Russian Sage
tfc:plants/poppy, Poppy
tfc:plants/porcini, Porcini Mushroom
tfc:plants/primrose, Primrose
tfc:plants/pulsatilla, Pasque Flower
tfc:plants/reindeer_lichen, Reindeer Lichen
tfc:plants/rose, Rose
tfc:plants/rough_horsetail, Scouringrush Horsetail
tfc:plants/sacred_datura, Sacred Datura
tfc:plants/sagebrush, Sagebrush
tfc:plants/sapphire_tower, Sapphire Tower
tfc:plants/snapdragon_pink, Pink Snapdragon
tfc:plants/snapdragon_red, Red Snapdragon
tfc:plants/snapdragon_white, White Snapdragon
tfc:plants/snapdragon_yellow, Yellow Snapdragon
tfc:plants/spanish_moss, Spanish Moss
tfc:plants/strelitzia, Bird of Paradise Flower
tfc:plants/sword_fern, Sword Fern
tfc:plants/toquilla_palm, Toquilla Palm
tfc:plants/tree_fern, Tree Fern
tfc:plants/trillium, Trillium
tfc:plants/tropical_milkweed, Tropical Milkweed
tfc:plants/tulip_orange, Orange Tulip
tfc:plants/tulip_pink, Pink Tulip
tfc:plants/tulip_red, Red Tulip
tfc:plants/tulip_white, White Tulip
tfc:plants/vriesea, Flaming Sword Bromeliad
tfc:plants/yucca, Yucca
tfc:plants/fountain_grass, Fountain Grass
tfc:plants/orchard_grass, Orchard Grass
tfc:plants/pampas_grass, Pampas Grass
tfc:plants/ryegrass, Ryegrass
tfc:plants/scutch_grass, Scutch Grass
tfc:plants/switchgrass, Switchgrass
tfc:plants/tall_fescue_grass, Tall Fescue Grass
tfc:plants/timothy_grass, Timothy Grass
tfc:bellows, Bellows
tfc:bloomery, Bloomery
tfc:nest_box, Nest Box
tfc:sluice, Sluice
tfc:wood/fence/acacia, Acacia Fence
tfc:wood/fence/ash, Ash Fence
tfc:wood/fence/aspen, Aspen Fence
tfc:wood/fence/birch, Birch Fence
tfc:wood/fence/blackwood, Blackwood Fence
tfc:wood/fence/chestnut, Chestnut Fence
tfc:wood/fence/douglas_fir, Douglas Fir Fence
tfc:wood/fence/hickory, Hickory Fence
tfc:wood/fence/kapok, Kapok Fence
tfc:wood/fence/maple, Maple Fence
tfc:wood/fence/oak, Oak Fence
tfc:wood/fence/palm, Palm Fence
tfc:wood/fence/pine, Pine Fence
tfc:wood/fence/rosewood, Rosewood Fence
tfc:wood/fence/sequoia, Sequoia Fence
tfc:wood/fence/spruce, Spruce Fence
tfc:wood/fence/sycamore, Sycamore Fence
tfc:wood/fence/white_cedar, White Cedar Fence
tfc:wood/fence/willow, Willow Fence
tfc:wood/button/acacia, Acacia Button
tfc:wood/button/ash, Ash Button
tfc:wood/button/aspen, Aspen Button
tfc:wood/button/birch, Birch Button
tfc:wood/button/blackwood, Blackwood Button
tfc:wood/button/chestnut, Chestnut Button
tfc:wood/button/douglas_fir, Douglas Fir Button
tfc:wood/button/hickory, Hickory Button
tfc:wood/button/kapok, Kapok Button
tfc:wood/button/maple, Maple Button
tfc:wood/button/oak, Oak Button
tfc:wood/button/palm, Palm Button
tfc:wood/button/pine, Pine Button
tfc:wood/button/rosewood, Rosewood Button
tfc:wood/button/sequoia, Sequoia Button
tfc:wood/button/spruce, Spruce Button
tfc:wood/button/sycamore, Sycamore Button
tfc:wood/button/white_cedar, White Cedar Button
tfc:wood/button/willow, Willow Button
tfc:wood/pressure_plate/acacia, Acacia Pressure Plate
tfc:wood/pressure_plate/ash, Ash Pressure Plate
tfc:wood/pressure_plate/aspen, Aspen Pressure Plate
tfc:wood/pressure_plate/birch, Birch Pressure Plate
tfc:wood/pressure_plate/blackwood, Blackwood Pressure Plate
tfc:wood/pressure_plate/chestnut, Chestnut Pressure Plate
tfc:wood/pressure_plate/douglas_fir, Douglas Fir Pressure Plate
tfc:wood/pressure_plate/hickory, Hickory Pressure Plate
tfc:wood/pressure_plate/kapok, Kapok Pressure Plate
tfc:wood/pressure_plate/maple, Maple Pressure Plate
tfc:wood/pressure_plate/oak, Oak Pressure Plate
tfc:wood/pressure_plate/palm, Palm Pressure Plate
tfc:wood/pressure_plate/pine, Pine Pressure Plate
tfc:wood/pressure_plate/rosewood, Rosewood Pressure Plate
tfc:wood/pressure_plate/sequoia, Sequoia Pressure Plate
tfc:wood/pressure_plate/spruce, Spruce Pressure Plate
tfc:wood/pressure_plate/sycamore, Sycamore Pressure Plate
tfc:wood/pressure_plate/white_cedar, White Cedar Pressure Plate
tfc:wood/pressure_plate/willow, Willow Pressure Plate
tfc:wood/fence_gate/acacia, Acacia Fence Gate
tfc:wood/fence_gate/ash, Ash Fence Gate
tfc:wood/fence_gate/aspen, Aspen Fence Gate
tfc:wood/fence_gate/birch, Birch Fence Gate
tfc:wood/fence_gate/blackwood, Blackwood Fence Gate
tfc:wood/fence_gate/chestnut, Chestnut Fence Gate
tfc:wood/fence_gate/douglas_fir, Douglas Fir Fence Gate
tfc:wood/fence_gate/hickory, Hickory Fence Gate
tfc:wood/fence_gate/kapok, Kapok Fence Gate
tfc:wood/fence_gate/maple, Maple Fence Gate
tfc:wood/fence_gate/oak, Oak Fence Gate
tfc:wood/fence_gate/palm, Palm Fence Gate
tfc:wood/fence_gate/pine, Pine Fence Gate
tfc:wood/fence_gate/rosewood, Rosewood Fence Gate
tfc:wood/fence_gate/sequoia, Sequoia Fence Gate
tfc:wood/fence_gate/spruce, Spruce Fence Gate
tfc:wood/fence_gate/sycamore, Sycamore Fence Gate
tfc:wood/fence_gate/white_cedar, White Cedar Fence Gate
tfc:wood/fence_gate/willow, Willow Fence Gate
tfc:wood/sapling/acacia, Acacia Sapling
tfc:wood/sapling/ash, Ash Sapling
tfc:wood/sapling/aspen, Aspen Sapling
tfc:wood/sapling/birch, Birch Sapling
tfc:wood/sapling/blackwood, Blackwood Sapling
tfc:wood/sapling/chestnut, Chestnut Sapling
tfc:wood/sapling/douglas_fir, Douglas Fir Sapling
tfc:wood/sapling/hickory, Hickory Sapling
tfc:wood/sapling/kapok, Kapok Sapling
tfc:wood/sapling/maple, Maple Sapling
tfc:wood/sapling/oak, Oak Sapling
tfc:wood/sapling/palm, Palm Sapling
tfc:wood/sapling/pine, Pine Sapling
tfc:wood/sapling/rosewood, Rosewood Sapling
tfc:wood/sapling/sequoia, Sequoia Sapling
tfc:wood/sapling/spruce, Spruce Sapling
tfc:wood/sapling/sycamore, Sycamore Sapling
tfc:wood/sapling/white_cedar, White Cedar Sapling
tfc:wood/sapling/willow, Willow Sapling
tfc:wood/trapdoor/acacia, Acacia Trapdoor
tfc:wood/trapdoor/ash, Ash Trapdoor
tfc:wood/trapdoor/aspen, Aspen Trapdoor
tfc:wood/trapdoor/birch, Birch Trapdoor
tfc:wood/trapdoor/blackwood, Blackwood Trapdoor
tfc:wood/trapdoor/chestnut, Chestnut Trapdoor
tfc:wood/trapdoor/douglas_fir, Douglas Fir Trapdoor
tfc:wood/trapdoor/hickory, Hickory Trapdoor
tfc:wood/trapdoor/kapok, Kapok Trapdoor
tfc:wood/trapdoor/maple, Maple Trapdoor
tfc:wood/trapdoor/oak, Oak Trapdoor
tfc:wood/trapdoor/palm, Palm Trapdoor
tfc:wood/trapdoor/pine, Pine Trapdoor
tfc:wood/trapdoor/rosewood, Rosewood Trapdoor
tfc:wood/trapdoor/sequoia, Sequoia Trapdoor
tfc:wood/trapdoor/spruce, Spruce Trapdoor
tfc:wood/trapdoor/sycamore, Sycamore Trapdoor
tfc:wood/trapdoor/white_cedar, White Cedar Trapdoor
tfc:wood/trapdoor/willow, Willow Trapdoor
tfc:stone/button/granite, Granite Button
tfc:stone/pressure_plate/granite, Granite Pressure Plate
tfc:stone/button/diorite, Diorite Button
tfc:stone/pressure_plate/diorite, Diorite Pressure Plate
tfc:stone/button/gabbro, Gabbro Button
tfc:stone/pressure_plate/gabbro, Gabbro Pressure Plate
tfc:stone/button/shale, Shale Button
tfc:stone/pressure_plate/shale, Shale Pressure Plate
tfc:stone/button/claystone, Claystone Button
tfc:stone/pressure_plate/claystone, Claystone Pressure Plate
tfc:stone/button/rocksalt, Rocksalt Button
tfc:stone/pressure_plate/rocksalt, Rocksalt Pressure Plate
tfc:stone/button/limestone, Limestone Button
tfc:stone/pressure_plate/limestone, Limestone Pressure Plate
tfc:stone/button/conglomerate, Conglomerate Button
tfc:stone/pressure_plate/conglomerate, Conglomerate Pressure Plate
tfc:stone/button/dolomite, Dolomite Button
tfc:stone/pressure_plate/dolomite, Dolomite Pressure Plate
tfc:stone/button/chert, Chert Button
tfc:stone/pressure_plate/chert, Chert Pressure Plate
tfc:stone/button/chalk, Chalk Button
tfc:stone/pressure_plate/chalk, Chalk Pressure Plate
tfc:stone/button/rhyolite, Rhyolite Button
tfc:stone/pressure_plate/rhyolite, Rhyolite Pressure Plate
tfc:stone/button/basalt, Basalt Button
tfc:stone/pressure_plate/basalt, Basalt Pressure Plate
tfc:stone/button/andesite, Andesite Button
tfc:stone/pressure_plate/andesite, Andesite Pressure Plate
tfc:stone/button/dacite, Dacite Button
tfc:stone/pressure_plate/dacite, Dacite Pressure Plate
tfc:stone/button/quartzite, Quartzite Button
tfc:stone/pressure_plate/quartzite, Quartzite Pressure Plate
tfc:stone/button/slate, Slate Button
tfc:stone/pressure_plate/slate, Slate Pressure Plate
tfc:stone/button/phyllite, Phyllite Button
tfc:stone/pressure_plate/phyllite, Phyllite Pressure Plate
tfc:stone/button/schist, Schist Button
tfc:stone/pressure_plate/schist, Schist Pressure Plate
tfc:stone/button/gneiss, Gneiss Button
tfc:stone/pressure_plate/gneiss, Gneiss Pressure Plate
tfc:stone/button/marble, Marble Button
tfc:stone/pressure_plate/marble, Marble Pressure Plate
tfc:wall/smooth/granite, Granite Smooth Wall
tfc:wall/smooth/diorite, Diorite Smooth Wall
tfc:wall/smooth/gabbro, Gabbro Smooth Wall
tfc:wall/smooth/shale, Shale Smooth Wall
tfc:wall/smooth/claystone, Claystone Smooth Wall
tfc:wall/smooth/rocksalt, Rocksalt Smooth Wall
tfc:wall/smooth/limestone, Limestone Smooth Wall
tfc:wall/smooth/conglomerate, Conglomerate Smooth Wall
tfc:wall/smooth/dolomite, Dolomite Smooth Wall
tfc:wall/smooth/chert, Chert Smooth Wall
tfc:wall/smooth/chalk, Chalk Smooth Wall
tfc:wall/smooth/rhyolite, Rhyolite Smooth Wall
tfc:wall/smooth/basalt, Basalt Smooth Wall
tfc:wall/smooth/andesite, Andesite Smooth Wall
tfc:wall/smooth/dacite, Dacite Smooth Wall
tfc:wall/smooth/quartzite, Quartzite Smooth Wall
tfc:wall/smooth/slate, Slate Smooth Wall
tfc:wall/smooth/phyllite, Phyllite Smooth Wall
tfc:wall/smooth/schist, Schist Smooth Wall
tfc:wall/smooth/gneiss, Gneiss Smooth Wall
tfc:wall/smooth/marble, Marble Smooth Wall
tfc:wall/cobble/granite, Granite Cobble Wall
tfc:wall/cobble/diorite, Diorite Cobble Wall
tfc:wall/cobble/gabbro, Gabbro Cobble Wall
tfc:wall/cobble/shale, Shale Cobble Wall
tfc:wall/cobble/claystone, Claystone Cobble Wall
tfc:wall/cobble/rocksalt, Rocksalt Cobble Wall
tfc:wall/cobble/limestone, Limestone Cobble Wall
tfc:wall/cobble/conglomerate, Conglomerate Cobble Wall
tfc:wall/cobble/dolomite, Dolomite Cobble Wall
tfc:wall/cobble/chert, Chert Cobble Wall
tfc:wall/cobble/chalk, Chalk Cobble Wall
tfc:wall/cobble/rhyolite, Rhyolite Cobble Wall
tfc:wall/cobble/basalt, Basalt Cobble Wall
tfc:wall/cobble/andesite, Andesite Cobble Wall
tfc:wall/cobble/dacite, Dacite Cobble Wall
tfc:wall/cobble/quartzite, Quartzite Cobble Wall
tfc:wall/cobble/slate, Slate Cobble Wall
tfc:wall/cobble/phyllite, Phyllite Cobble Wall
tfc:wall/cobble/schist, Schist Cobble Wall
tfc:wall/cobble/gneiss, Gneiss Cobble Wall
tfc:wall/cobble/marble, Marble Cobble Wall
tfc:wall/bricks/granite, Granite Brick Wall
tfc:wall/bricks/diorite, Diorite Brick Wall
tfc:wall/bricks/gabbro, Gabbro Brick Wall
tfc:wall/bricks/shale, Shale Brick Wall
tfc:wall/bricks/claystone, Claystone Brick Wall
tfc:wall/bricks/rocksalt, Rocksalt Brick Wall
tfc:wall/bricks/limestone, Limestone Brick Wall
tfc:wall/bricks/conglomerate, Conglomerate Brick Wall
tfc:wall/bricks/dolomite, Dolomite Brick Wall
tfc:wall/bricks/chert, Chert Brick Wall
tfc:wall/bricks/chalk, Chalk Brick Wall
tfc:wall/bricks/rhyolite, Rhyolite Brick Wall
tfc:wall/bricks/basalt, Basalt Brick Wall
tfc:wall/bricks/andesite, Andesite Brick Wall
tfc:wall/bricks/dacite, Dacite Brick Wall
tfc:wall/bricks/quartzite, Quartzite Brick Wall
tfc:wall/bricks/slate, Slate Brick Wall
tfc:wall/bricks/phyllite, Phyllite Brick Wall
tfc:wall/bricks/schist, Schist Brick Wall
tfc:wall/bricks/gneiss, Gneiss Brick Wall
tfc:wall/bricks/marble, Marble Brick Wall
tfc:fruit_trees/sapling/banana, Banana Sapling
tfc:fruit_trees/sapling/cherry, Cherry Sapling
tfc:fruit_trees/sapling/green_apple, Green Apple Sapling
tfc:fruit_trees/sapling/lemon, Lemon Sapling
tfc:fruit_trees/sapling/olive, Olive Sapling
tfc:fruit_trees/sapling/orange, Orange Sapling
tfc:fruit_trees/sapling/peach, Peach Sapling
tfc:fruit_trees/sapling/plum, Plum Sapling
tfc:fruit_trees/sapling/red_apple, Red Apple Sapling
tfc:fruit_trees/leaves/banana, Banana Leaves
tfc:fruit_trees/leaves/cherry, Cherry Leaves
tfc:fruit_trees/leaves/green_apple, Green Apple Leaves
tfc:fruit_trees/leaves/lemon, Lemon Leaves
tfc:fruit_trees/leaves/olive, Olive Leaves
tfc:fruit_trees/leaves/orange, Orange Leaves
tfc:fruit_trees/leaves/peach, Peach Leaves
tfc:fruit_trees/leaves/plum, Plum Leaves
tfc:fruit_trees/leaves/red_apple, Red Apple Leaves
tfc:berry_bush/blackberry, Blackberry Bush
tfc:berry_bush/blueberry, Blueberry Bush
tfc:berry_bush/bunch_berry, Bunchberry Bush
tfc:berry_bush/cloud_berry, Cloudberry Bush
tfc:berry_bush/cranberry, Cranberry Bush
tfc:berry_bush/elderberry, Elderberry Bush
tfc:berry_bush/gooseberry, Gooseberry Bush
tfc:berry_bush/raspberry, Raspberry Bush
tfc:berry_bush/snow_berry, Snowberry Bush
tfc:berry_bush/strawberry, Strawberry Bush
tfc:berry_bush/wintergreen_berry, Wintergreen Berry Bush
tfc:plants/duckweed, Duckweed
tfc:plants/lotus, Lotus
tfc:plants/pistia, Water Lettuce
tfc:plants/sargassum, Sargassum
tfc:plants/water_canna, Water Canna
tfc:plants/water_lily, Water Lily
tfc:firepit, Firepit
tfc:charcoal_forge, Charcoal Forge
tfc:pit_kiln, Pit Kiln
tfc:placed_item, Placed Items
tfc:wood/barrel/acacia, Acacia Barrel
tfc:wood/barrel/ash, Ash Barrel
tfc:wood/barrel/aspen, Aspen Barrel
tfc:wood/barrel/birch, Birch Barrel
tfc:wood/barrel/blackwood, Blackwood Barrel
tfc:wood/barrel/chestnut, Chestnut Barrel
tfc:wood/barrel/douglas_fir, Douglas Fir Barrel
tfc:wood/barrel/hickory, Hickory Barrel
tfc:wood/barrel/kapok, Kapok Barrel
tfc:wood/barrel/maple, Maple Barrel
tfc:wood/barrel/oak, Oak Barrel
tfc:wood/barrel/palm, Palm Barrel
tfc:wood/barrel/pine, Pine Barrel
tfc:wood/barrel/rosewood, Rosewood Barrel
tfc:wood/barrel/sequoia, Sequoia Barrel
tfc:wood/barrel/spruce, Spruce Barrel
tfc:wood/barrel/sycamore, Sycamore Barrel
tfc:wood/barrel/white_cedar, White Cedar Barrel
tfc:wood/barrel/willow, Willow Barrel
tfc:wood/log/acacia, Acacia Log
tfc:wood/log/ash, Ash Log
tfc:wood/log/aspen, Aspen Log
tfc:wood/log/birch, Birch Log
tfc:wood/log/blackwood, Blackwood Log
tfc:wood/log/chestnut, Chestnut Log
tfc:wood/log/douglas_fir, Douglas Fir Log
tfc:wood/log/hickory, Hickory Log
tfc:wood/log/kapok, Kapok Log
tfc:wood/log/maple, Maple Log
tfc:wood/log/oak, Oak Log
tfc:wood/log/palm, Palm Log
tfc:wood/log/pine, Pine Log
tfc:wood/log/rosewood, Rosewood Log
tfc:wood/log/sequoia, Sequoia Log
tfc:wood/log/spruce, Spruce Log
tfc:wood/log/sycamore, Sycamore Log
tfc:wood/log/white_cedar, White Cedar Log
tfc:wood/log/willow, Willow Log
tfc:wood/door/acacia, Acacia Door
tfc:wood/door/ash, Ash Door
tfc:wood/door/aspen, Aspen Door
tfc:wood/door/birch, Birch Door
tfc:wood/door/blackwood, Blackwood Door
tfc:wood/door/chestnut, Chestnut Door
tfc:wood/door/douglas_fir, Douglas Fir Door
tfc:wood/door/hickory, Hickory Door
tfc:wood/door/kapok, Kapok Door
tfc:wood/door/maple, Maple Door
tfc:wood/door/oak, Oak Door
tfc:wood/door/palm, Palm Door
tfc:wood/door/pine, Pine Door
tfc:wood/door/rosewood, Rosewood Door
tfc:wood/door/sequoia, Sequoia Door
tfc:wood/door/spruce, Spruce Door
tfc:wood/door/sycamore, Sycamore Door
tfc:wood/door/white_cedar, White Cedar Door
tfc:wood/door/willow, Willow Door
tfc:slab/smooth/granite:0, Smooth Granite Slab
tfc:slab/smooth/diorite:0, Smooth Diorite Slab
tfc:slab/smooth/gabbro:0, Smooth Gabbro Slab
tfc:slab/smooth/shale:0, Smooth Shale Slab
tfc:slab/smooth/claystone:0, Smooth Claystone Slab
tfc:slab/smooth/rocksalt:0, Smooth Rocksalt Slab
tfc:slab/smooth/limestone:0, Smooth Limestone Slab
tfc:slab/smooth/conglomerate:0, Smooth Conglomerate Slab
tfc:slab/smooth/dolomite:0, Smooth Dolomite Slab
tfc:slab/smooth/chert:0, Smooth Chert Slab
tfc:slab/smooth/chalk:0, Smooth Chalk Slab
tfc:slab/smooth/rhyolite:0, Smooth Rhyolite Slab
tfc:slab/smooth/basalt:0, Smooth Basalt Slab
tfc:slab/smooth/andesite:0, Smooth Andesite Slab
tfc:slab/smooth/dacite:0, Smooth Dacite Slab
tfc:slab/smooth/quartzite:0, Smooth Quartzite Slab
tfc:slab/smooth/slate:0, Smooth Slate Slab
tfc:slab/smooth/phyllite:0, Smooth Phyllite Slab
tfc:slab/smooth/schist:0, Smooth Schist Slab
tfc:slab/smooth/gneiss:0, Smooth Gneiss Slab
tfc:slab/smooth/marble:0, Smooth Marble Slab
tfc:slab/cobble/granite:0, Granite Cobble Slab
tfc:slab/cobble/diorite:0, Diorite Cobble Slab
tfc:slab/cobble/gabbro:0, Gabbro Cobble Slab
tfc:slab/cobble/shale:0, Shale Cobble Slab
tfc:slab/cobble/claystone:0, Claystone Cobble Slab
tfc:slab/cobble/rocksalt:0, Rocksalt Cobble Slab
tfc:slab/cobble/limestone:0, Limestone Cobble Slab
tfc:slab/cobble/conglomerate:0, Conglomerate Cobble Slab
tfc:slab/cobble/dolomite:0, Dolomite Cobble Slab
tfc:slab/cobble/chert:0, Chert Cobble Slab
tfc:slab/cobble/chalk:0, Chalk Cobble Slab
tfc:slab/cobble/rhyolite:0, Rhyolite Cobble Slab
tfc:slab/cobble/basalt:0, Basalt Cobble Slab
tfc:slab/cobble/andesite:0, Andesite Cobble Slab
tfc:slab/cobble/dacite:0, Dacite Cobble Slab
tfc:slab/cobble/quartzite:0, Quartzite Cobble Slab
tfc:slab/cobble/slate:0, Slate Cobble Slab
tfc:slab/cobble/phyllite:0, Phyllite Cobble Slab
tfc:slab/cobble/schist:0, Schist Cobble Slab
tfc:slab/cobble/gneiss:0, Gneiss Cobble Slab
tfc:slab/cobble/marble:0, Marble Cobble Slab
tfc:slab/bricks/granite:0, Granite Brick Slab
tfc:slab/bricks/diorite:0, Diorite Brick Slab
tfc:slab/bricks/gabbro:0, Gabbro Brick Slab
tfc:slab/bricks/shale:0, Shale Brick Slab
tfc:slab/bricks/claystone:0, Claystone Brick Slab
tfc:slab/bricks/rocksalt:0, Rocksalt Brick Slab
tfc:slab/bricks/limestone:0, Limestone Brick Slab
tfc:slab/bricks/conglomerate:0, Conglomerate Brick Slab
tfc:slab/bricks/dolomite:0, Dolomite Brick Slab
tfc:slab/bricks/chert:0, Chert Brick Slab
tfc:slab/bricks/chalk:0, Chalk Brick Slab
tfc:slab/bricks/rhyolite:0, Rhyolite Brick Slab
tfc:slab/bricks/basalt:0, Basalt Brick Slab
tfc:slab/bricks/andesite:0, Andesite Brick Slab
tfc:slab/bricks/dacite:0, Dacite Brick Slab
tfc:slab/bricks/quartzite:0, Quartzite Brick Slab
tfc:slab/bricks/slate:0, Slate Brick Slab
tfc:slab/bricks/phyllite:0, Phyllite Brick Slab
tfc:slab/bricks/schist:0, Schist Brick Slab
tfc:slab/bricks/gneiss:0, Gneiss Brick Slab
tfc:slab/bricks/marble:0, Marble Brick Slab
tfc:slab/wood/acacia:0, Acacia Slab
tfc:slab/wood/ash:0, Ash Slab
tfc:slab/wood/aspen:0, Aspen Slab
tfc:slab/wood/birch:0, Birch Slab
tfc:slab/wood/blackwood:0, Blackwood Slab
tfc:slab/wood/chestnut:0, Chestnut Slab
tfc:slab/wood/douglas_fir:0, Douglas Fir Slab
tfc:slab/wood/hickory:0, Hickory Slab
tfc:slab/wood/kapok:0, Kapok Slab
tfc:slab/wood/maple:0, Maple Slab
tfc:slab/wood/oak:0, Oak Slab
tfc:slab/wood/palm:0, Palm Slab
tfc:slab/wood/pine:0, Pine Slab
tfc:slab/wood/rosewood:0, Rosewood Slab
tfc:slab/wood/sequoia:0, Sequoia Slab
tfc:slab/wood/spruce:0, Spruce Slab
tfc:slab/wood/sycamore:0, Sycamore Slab
tfc:slab/wood/white_cedar:0, White Cedar Slab
tfc:slab/wood/willow:0, Willow Slab
tfc:wood/lumber/acacia, Acacia Lumber
tfc:wood/boat/acacia, Acacia Boat
tfc:wood/lumber/ash, Ash Lumber
tfc:wood/boat/ash, Ash Boat
tfc:wood/lumber/aspen, Aspen Lumber
tfc:wood/boat/aspen, Aspen Boat
tfc:wood/lumber/birch, Birch Lumber
tfc:wood/boat/birch, Birch Boat
tfc:wood/lumber/blackwood, Blackwood Lumber
tfc:wood/boat/blackwood, Blackwood Boat
tfc:wood/lumber/chestnut, Chestnut Lumber
tfc:wood/boat/chestnut, Chestnut Boat
tfc:wood/lumber/douglas_fir, Douglas Fir Lumber
tfc:wood/boat/douglas_fir, Douglas Fir Boat
tfc:wood/lumber/hickory, Hickory Lumber
tfc:wood/boat/hickory, Hickory Boat
tfc:wood/lumber/kapok, Kapok Lumber
tfc:wood/boat/kapok, Kapok Boat
tfc:wood/lumber/maple, Maple Lumber
tfc:wood/boat/maple, Maple Boat
tfc:wood/lumber/oak, Oak Lumber
tfc:wood/boat/oak, Oak Boat
tfc:wood/lumber/palm, Palm Lumber
tfc:wood/boat/palm, Palm Boat
tfc:wood/lumber/pine, Pine Lumber
tfc:wood/boat/pine, Pine Boat
tfc:wood/lumber/rosewood, Rosewood Lumber
tfc:wood/boat/rosewood, Rosewood Boat
tfc:wood/lumber/sequoia, Sequoia Lumber
tfc:wood/boat/sequoia, Sequoia Boat
tfc:wood/lumber/spruce, Spruce Lumber
tfc:wood/boat/spruce, Spruce Boat
tfc:wood/lumber/sycamore, Sycamore Lumber
tfc:wood/boat/sycamore, Sycamore Boat
tfc:wood/lumber/white_cedar, White Cedar Lumber
tfc:wood/boat/white_cedar, White Cedar Boat
tfc:wood/lumber/willow, Willow Lumber
tfc:wood/boat/willow, Willow Boat
tfc:stick_bunch, Bunch of Sticks
tfc:stick_bundle, Stick Bundle
tfc:wood_ash, Wood Ash
tfc:stone/axe/igneous_intrusive, Rock Axe
tfc:stone/axe_head/igneous_intrusive, Rock Axe Head
tfc:stone/shovel/igneous_intrusive, Rock Shovel
tfc:stone/shovel_head/igneous_intrusive, Rock Shovel Head
tfc:stone/hoe/igneous_intrusive, Rock Hoe
tfc:stone/hoe_head/igneous_intrusive, Rock Hoe Head
tfc:stone/knife/igneous_intrusive, Rock Knife
tfc:stone/knife_head/igneous_intrusive, Rock Knife Blade
tfc:stone/javelin/igneous_intrusive, Rock Javelin
tfc:stone/javelin_head/igneous_intrusive, Rock Javelin Head
tfc:stone/hammer/igneous_intrusive, Rock Hammer
tfc:stone/hammer_head/igneous_intrusive, Rock Hammer Head
tfc:stone/axe/igneous_extrusive, Rock Axe
tfc:stone/axe_head/igneous_extrusive, Rock Axe Head
tfc:stone/shovel/igneous_extrusive, Rock Shovel
